date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:22:01	35307/35307	---M--	200	added ('OK')	image/png	etag:CMCHhorl//ECEAE=	http://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/239dbf1f-4a2d-4d0e-b65c-c38101f5dea1/WVGBC_Logo_.png?format=1500w	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/239dbf1f-4a2d-4d0e-b65c-c38101f5dea1/WVGBC_Logo_26f7.png	(from https://wvgbc.com/)
07:22:11	297485/297485	---M-Z	200	added ('OK')	text/html	etag:W/%22b0defe5d1b268b9f38fdca2fe25b63b3%22	https://wvgbc.com/our-barrels	/home/enzerhub/websites/barrel/wvgbc.com/our-barrels.html	(from https://wvgbc.com/)
07:22:14	1602640/1602640	---M-Z	200	added ('OK')	text/javascript	etag:%22c14eb556991db70a2682767f61fa7be0%22	http://assets.squarespace.com/universal/scripts-compressed/common-256d525ca945e7b4f3609-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/common-256d525ca945e7b4f3609-min.en-US.js	(from https://wvgbc.com/)
07:22:14	408193/408193	---M-Z	200	added ('OK')	text/html	etag:W/%22ae24b2d718c7bbc1e0c2d9f6c68dc756--gzip%22	https://wvgbc.com/process	/home/enzerhub/websites/barrel/wvgbc.com/process.html	(from https://wvgbc.com/)
07:22:14	285161/285161	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Dec%202023%2023:20:39%20GMT	https://wvgbc.com/cart	/home/enzerhub/websites/barrel/wvgbc.com/cart.html	(from https://wvgbc.com/)
07:22:14	313005/313005	---M-Z	200	added ('OK')	text/html	etag:W/%22bd6234265874aefd9752ce64a05070bd%22	https://wvgbc.com/toast-char	/home/enzerhub/websites/barrel/wvgbc.com/toast-char.html	(from https://wvgbc.com/)
07:22:14	0/0	---M--	302	error ('Found')	text/html	etag:W/%2219fadef5fd7d35d9b71d53171fb649e0%22	https://wvgbc.com/about-us	/home/enzerhub/websites/barrel/wvgbc.com/about-us.16.delayed	(from https://wvgbc.com/)
07:22:16	317754/317754	---M-Z	200	added ('OK')	text/html	etag:W/%22a7a18f0a6b537b80f51b3a7c2b6d82ad%22	https://wvgbc.com/ourstory	/home/enzerhub/websites/barrel/wvgbc.com/ourstory.html	(from https://wvgbc.com/)
07:22:17	318313/318313	---M-Z	200	added ('OK')	text/html	etag:W/%2260f51989505ea87c6b4a2cb66845ce29%22	https://wvgbc.com/contact-us	/home/enzerhub/websites/barrel/wvgbc.com/contact-us.html	(from https://wvgbc.com/)
07:22:18	325825/325825	---M-Z	200	added ('OK')	text/html	etag:W/%2241ae84454984cfc066ebc0c7e8736b8d--gzip%22	https://wvgbc.com/gallery	/home/enzerhub/websites/barrel/wvgbc.com/gallery.html	(from https://wvgbc.com/)
07:22:19	344826/344826	---M-Z	200	added ('OK')	text/html	etag:W/%224debda911f4f81b0c21e42f17081c5ac--gzip%22	https://wvgbc.com/quote	/home/enzerhub/websites/barrel/wvgbc.com/quote.html	(from https://wvgbc.com/)
07:22:20	180606/180606	---M--	200	added ('OK')	image/jpeg	etag:CIuN2MXcx+8CEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616547451464-YGZ8C1F2ZFQZ4S3OALKI/Home_IMG1.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616547451464-YGZ8C1F2ZFQZ4S3OALKI/Home_IMG1.jpg	(from https://wvgbc.com/)
07:22:21	47830/47830	---M--	200	added ('OK')	image/jpeg	etag:CLKKspLex+8CEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616547881147-ALWN2DV658HZ5H4QYF8D/Homepage_BrandVideo_IMG.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616547881147-ALWN2DV658HZ5H4QYF8D/Homepage_BrandVideo_IMG.jpg	(from https://wvgbc.com/)
07:22:21	0/0	---M--	302	error ('Found')	text/html	etag:W/%22568da53a3958f0267c07ccb0885c3cc9%22	https://wvgbc.com/s/WV-Great-Barrel-Company-Cooperage-Handbook.pdf	/home/enzerhub/websites/barrel/wvgbc.com/s/WV-Great-Barrel-Company-Cooperage-Handbook.1d.delayed	(from https://wvgbc.com/)
07:22:25	179939/179939	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Dec%202023%2023:21:14%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.39bb7368f6c4e5b4f6a462ce2efec60d.js	/home/enzerhub/websites/barrel/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.39bb7368f6c4e5b4f6a462ce2efec60d.js	(from https://wvgbc.com/)
07:22:25	2052889/2052889	---M--	200	added ('OK')	application/pdf	date:Fri,%2008%20Dec%202023%2023:21:13%20GMT	https://static1.squarespace.com/static/604411ca3bcae94a8d7af043/t/611fc2adbc61ba6591353d01/1629471407533/WV+Great+Barrel+Company+Cooperage+Handbook.pdf	/home/enzerhub/websites/barrel/static1.squarespace.com/static/604411ca3bcae94a8d7af043/t/611fc2adbc61ba6591353d01/1629471407533/WV+Great+Barrel+Company+Cooperage+Handbook.pdf	(from https://wvgbc.com/)
07:22:25	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Dec%202023%2023:21:14%20GMT	https://images.squarespace-cdn.com/robots.txt		(from https://wvgbc.com/)
07:22:26	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2008%20Dec%202023%2023:21:15%20GMT	https://fonts.googleapis.com/robots.txt		(from https://wvgbc.com/)
07:22:27	48128/48128	---M-Z	200	added ('OK')	text/javascript	etag:%2231a623db83d7ea8dd5d9d356b94c13f3%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5b7498edff82f72467cf5-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5b7498edff82f72467cf5-min.en-US.js	(from https://wvgbc.com/cart)
07:22:32	35881/35881	---M-Z	200	added ('OK')	text/javascript	etag:%22b842a738a5ecd44841e8333ec4139bff%22	http://assets.squarespace.com/universal/scripts-compressed/performance-c1bd407077017a4909fa3-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/performance-c1bd407077017a4909fa3-min.en-US.js	(from https://wvgbc.com/cart)
07:22:46	1081462/1081462	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202023%2023:21:21%20GMT	https://static1.squarespace.com/static/versioned-site-css/604411ca3bcae94a8d7af043/81/5c5a519771c10ba3470d8101/604411ca3bcae94a8d7af05e/1468/site.css	/home/enzerhub/websites/barrel/static1.squarespace.com/static/versioned-site-css/604411ca3bcae94a8d7af043/81/5c5a519771c10ba3470d8101/604411ca3bcae94a8d7af05e/1468/site.css	(from https://wvgbc.com/cart)
07:22:58	773606/773606	---M-Z	200	added ('OK')	text/javascript	etag:%22fbbaec62b182acd98145e32ff9da5803%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-bd9708b36dab78f39e13a-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/common-vendors-bd9708b36dab78f39e13a-min.en-US.js	(from https://wvgbc.com/cart)
07:23:02	48405/48405	---M-Z	200	added ('OK')	text/javascript	etag:%228da163b958b4e0258d0ec27fcb801db2%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-d24208f9d4a2d12660b65-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-d24208f9d4a2d12660b65-min.en-US.js	(from https://wvgbc.com/our-barrels)
07:23:15	179133/179133	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Dec%202023%2023:21:37%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.118993f6a5b4c5a1876f41b7ceda12fd.js	/home/enzerhub/websites/barrel/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.118993f6a5b4c5a1876f41b7ceda12fd.js	(from https://wvgbc.com/cart)
07:23:23	1602551/1602551	---M-Z	200	added ('OK')	text/javascript	etag:%2203d128b89aa59f8c0ea1e29fbd2323c2%22	http://assets.squarespace.com/universal/scripts-compressed/common-1b59d2d0f0150f687db3e-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/common-1b59d2d0f0150f687db3e-min.en-US.js	(from https://wvgbc.com/cart)
07:23:52	390638/390638	---M--	200	added ('OK')	image/jpeg	etag:CMqX5o6VoPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984339605-9RDGDSWNAU12HG5OI75M/OurBarrels_HeroWVGB.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984339605-9RDGDSWNAU12HG5OI75M/OurBarrels_HeroWVGB.jpg	(from https://wvgbc.com/our-barrels)
07:24:20	432828/432828	---M--	200	added ('OK')	image/jpeg	etag:CPeW/rOo/PACEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1622752567076-MK08V6W0429Y7EO1MH4T/WV+Mountains+Hero.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1622752567076-MK08V6W0429Y7EO1MH4T/WV+Mountains+Hero.jpg	(from https://wvgbc.com/process)
07:24:37	667955/667955	---M--	200	added ('OK')	image/jpeg	etag:CNv0wpT8qPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1624286879389-NXA5YTQ8UPOHQ0W4PIKJ/robot+hero+high+res+cropped.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1624286879389-NXA5YTQ8UPOHQ0W4PIKJ/robot+hero+high+res+cropped.jpg	(from https://wvgbc.com/process)
07:24:52	114305/114305	---M--	200	added ('OK')	image/jpeg	etag:CJ2P9Y7Yx+8CEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616546261571-N5MJ8PDLE7FR8X2YLXRJ/OurProcess_IMG4.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616546261571-N5MJ8PDLE7FR8X2YLXRJ/OurProcess_IMG4.jpg	(from https://wvgbc.com/process)
07:25:00	44984/44984	---M--	200	added ('OK')	image/jpeg	etag:CPisxcPYx+8CEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616546373083-UGQK8W1PULKNABAB8CMB/OurProcess_IMG3.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1616546373083-UGQK8W1PULKNABAB8CMB/OurProcess_IMG3.jpg	(from https://wvgbc.com/process)
07:25:32	271771/271771	---M--	200	added ('OK')	image/jpeg	etag:CKzshZHGgfICEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1627330389752-NI613OFXG2AU2B4UWVKF/TOASTED+STAVES+DETAILsm.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1627330389752-NI613OFXG2AU2B4UWVKF/TOASTED+STAVES+DETAILsm.jpg	(from https://wvgbc.com/process)
07:25:34	924203/924203	---M--	200	added ('OK')	image/jpeg	etag:COiBn6nCxPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625233425180-6GWBN6FC6CVZG202HI4G/Audrina+Mill+sm.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625233425180-6GWBN6FC6CVZG202HI4G/Audrina+Mill+sm.jpg	(from https://wvgbc.com/process)
07:26:34	730091/730091	---M--	200	added ('OK')	image/jpeg	etag:CLjhuYOgwvECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625155499889-IB678J9JAVZVUJC5QJ2Q/_CHAR+BOOTHsm.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625155499889-IB678J9JAVZVUJC5QJ2Q/_CHAR+BOOTHsm.jpg	(from https://wvgbc.com/process)
07:26:40	445798/445798	---M--	200	added ('OK')	image/jpeg	etag:CPaMmK+I/vACEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1622812685121-4SX6KASHUVZRTWN0NY5W/world+class+maintenance.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1622812685121-4SX6KASHUVZRTWN0NY5W/world+class+maintenance.jpg	(from https://wvgbc.com/process)
07:26:46	48405/48405	---M-Z	200	added ('OK')	text/javascript	etag:%224da7a177fa806ef2c46d98a89ee71e89%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-dfcbaffd5a11217c61a94-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-dfcbaffd5a11217c61a94-min.en-US.js	(from https://wvgbc.com/toast-char)
07:26:55	100935/100935	---M--	200	added ('OK')	image/jpeg	etag:CMbHwa/KsPICEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1628946438212-3JZHXLTZGVZ1FW9QUW8W/WINDLESS-Edit.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1628946438212-3JZHXLTZGVZ1FW9QUW8W/WINDLESS-Edit.jpg	(from https://wvgbc.com/process)
07:27:02	639841/639841	---M--	200	added ('OK')	image/jpeg	etag:CNfAvbnzq/ICEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1628785662818-Y699ASFZ2YSV1VPX07IP/Clinton+Med.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1628785662818-Y699ASFZ2YSV1VPX07IP/Clinton+Med.jpg	(from https://wvgbc.com/process)
07:27:09	5746438/5746438	---MCZ	200	added ('OK')	text/javascript	etag:W/%225f4bbb0e9c1e4db3196cf05ecabc685a%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-6a0f680b427b7d52511f9-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-6a0f680b427b7d52511f9-min.en-US.js	(from https://wvgbc.com/cart)
07:27:13	48436/48436	---M-Z	200	added ('OK')	text/javascript	etag:%224d2cb5856a9ce17ac6ec9fa371fed4c5%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-32f09f868dbacc28deea4-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-32f09f868dbacc28deea4-min.en-US.js	(from https://wvgbc.com/ourstory)
07:27:29	773686/773686	---M-Z	200	added ('OK')	text/javascript	etag:%22023c5d855eb3ed9cb5485555cfef227a%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-ddbe5ade89a68db78eeb2-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/common-vendors-ddbe5ade89a68db78eeb2-min.en-US.js	(from https://wvgbc.com/ourstory)
07:27:32	46245/46245	---M--	200	added ('OK')	image/jpeg	etag:CMvYkqyXoPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984937531-51RJDXUCRNXGEMT2EBAA/Char_HeroIMG.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984937531-51RJDXUCRNXGEMT2EBAA/Char_HeroIMG.jpg	(from https://wvgbc.com/toast-char)
07:27:32	58452/58452	---M--	200	added ('OK')	image/jpeg	etag:CPm2jZSXoPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984889140-72GDZY6AQI9231JPJ9OE/Toast_HeroIMG.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984889140-72GDZY6AQI9231JPJ9OE/Toast_HeroIMG.jpg	(from https://wvgbc.com/toast-char)
07:27:36	35881/35881	---M-Z	200	added ('OK')	text/javascript	etag:%22bc7c162a18996406dc1fa26558e5469c%22	http://assets.squarespace.com/universal/scripts-compressed/performance-ded262abc958ecccd7a0c-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/performance-ded262abc958ecccd7a0c-min.en-US.js	(from https://wvgbc.com/ourstory)
07:27:54	1081471/1081471	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Dec%202023%2023:26:25%20GMT	https://static1.squarespace.com/static/versioned-site-css/604411ca3bcae94a8d7af043/81/5c5a519771c10ba3470d8101/604411ca3bcae94a8d7af05e/1466/site.css	/home/enzerhub/websites/barrel/static1.squarespace.com/static/versioned-site-css/604411ca3bcae94a8d7af043/81/5c5a519771c10ba3470d8101/604411ca3bcae94a8d7af05e/1466/site.css	(from https://wvgbc.com/ourstory)
07:27:54	560066/560066	---M--	200	added ('OK')	image/jpeg	etag:CPSIpLOWoPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984680311-U5VWEW5IYH9KF4NIS02E/ToastChar_HeroIMG.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623984680311-U5VWEW5IYH9KF4NIS02E/ToastChar_HeroIMG.jpg	(from https://wvgbc.com/toast-char)
07:28:04	134203/134203	---M--	200	added ('OK')	image/jpeg	etag:CLvO7rOboPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986029304-48EFB5TXCOO4DJEP6ME0/AboutUs_IMG1.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986029304-48EFB5TXCOO4DJEP6ME0/AboutUs_IMG1.jpg	(from https://wvgbc.com/ourstory)
07:28:10	1602639/1602639	---M-Z	200	added ('OK')	text/javascript	etag:%2284fba2e6a67821629a571092eb8a06c3%22	http://assets.squarespace.com/universal/scripts-compressed/common-05b0b8c36b1b82e555e09-min.en-US.js	/home/enzerhub/websites/barrel/assets.squarespace.com/universal/scripts-compressed/common-05b0b8c36b1b82e555e09-min.en-US.js	(from https://wvgbc.com/ourstory)
07:28:10	47830/47830	---M--	200	added ('OK')	image/jpeg	etag:CIL0w8+coPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986355687-9RJPL9XLC99FWUQAOCOO/Homepage_BrandVideo_IMG.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986355687-9RJPL9XLC99FWUQAOCOO/Homepage_BrandVideo_IMG.jpg	(from https://wvgbc.com/ourstory)
07:28:10	237816/237816	---M--	200	added ('OK')	image/jpeg	etag:CM76iM2boPECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986082130-GXY1FHGLQ96HKKX0837Y/OurStory_IMG2.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1623986082130-GXY1FHGLQ96HKKX0837Y/OurStory_IMG2.jpg	(from https://wvgbc.com/ourstory)
07:28:11	179939/179939	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Dec%202023%2023:27:01%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.873f112badc9049b740a43e39def8d5d.js	/home/enzerhub/websites/barrel/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.873f112badc9049b740a43e39def8d5d.js	(from https://wvgbc.com/ourstory)
07:28:11	1060697/1060697	---M--	200	added ('OK')	image/jpeg	etag:CKukwb2kwvECEAE=	https://images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625156693996-SPKRSYJ1I85Z8IIE4XGB/Mark+Sea+of+barrels+sm.jpg	/home/enzerhub/websites/barrel/images.squarespace-cdn.com/content/v1/604411ca3bcae94a8d7af043/1625156693996-SPKRSYJ1I85Z8IIE4XGB/Mark+Sea+of+barrels+sm.jpg	(from https://wvgbc.com/ourstory)
